актьор	и	продуцент	0.750000
февруари	г	в	0.111111
февруари	за	да	0.500000
февруари	и	началото	0.200000
февруари	когато	в	0.428571
февруари	от	часа	0.500000
февруари	следващата	година	0.750000
февруари	т	г	1.000000
февруари	тази	година	1.000000
февруари	ще	бъдат	0.272727
фирма	която	да	0.250000
фирмата	която	е	0.444444
фонд	сигурност	на	1.000000
хари	и	меган	1.000000
хубаво	да	се	0.375000
хубаво	е	да	0.500000
хубаво	е	че	0.214286
цели	да	се	0.263158
цели	и	да	0.416667
целта	била	да	1.000000
целта	е	да	0.681319
целта	е	до	0.032967
целта	е	необходимо	0.032967
целта	е	била	0.032967
целта	е	тези	0.032967
целта	им	е	0.833333
целта	му	е	0.625000
целта	на	този	0.096774
целта	на	проекта	0.096774
целта	ни	е	1.000000
целта	трябва	да	1.000000
целта	ще	бъде	0.428571
цените	да	бъдат	0.333333
цените	за	да	0.384615
цените	на	тока	0.244186
цените	на	енергията	0.174419
цените	на	които	0.058140
цените	на	акциите	0.058140
цените	на	някои	0.046512
цените	на	билетите	0.034884
цените	са	по	0.222222
цените	са	били	0.166667
цените	са	около	0.166667
цените	трябва	да	1.000000
цените	у	нас	1.000000
центъра	за	спешна	0.250000
центъра	за	изследване	0.250000
центъра	на	софия	0.341463
центъра	на	града	0.195122
центъра	на	столицата	0.134146
центъра	на	град	0.036585
церемонията	по	откриването	1.000000
цивилни	са	били	0.500000
цялата	област	и	0.750000
цялата	страна	и	0.106383
цялата	страна	както	0.085106
цялата	страна	ще	0.085106
цялата	страна	от	0.063830
цялата	страна	а	0.063830
цялата	страна	за	0.063830
цялата	тази	история	0.333333
цялата	територия	на	1.000000
цялото	време	на	0.136364
чак	след	това	0.714286
чак	толкова	много	0.230769
чакам	да	видя	0.600000
че	аз	съм	0.333333
че	ако	не	0.163121
че	ако	има	0.070922
че	ако	бъде	0.056738
че	ако	няма	0.035461
че	ако	в	0.035461
че	ако	се	0.035461
че	ако	някога	0.021277
че	ако	това	0.021277
че	ако	някой	0.021277
че	атаката	е	0.600000
че	без	да	0.235294
че	би	било	0.307692
че	бизнесът	е	0.428571
че	благодарение	на	1.000000
че	броят	на	0.900000
че	в	момента	0.160763
че	в	последните	0.035422
че	в	началото	0.027248
че	в	края	0.027248
че	в	тази	0.024523
че	в	следващите	0.024523
че	в	случая	0.021798
че	в	страната	0.021798
че	в	този	0.016349
че	в	резултат	0.016349
че	в	крайна	0.016349
че	в	рамките	0.016349
че	в	софия	0.016349
че	в	това	0.010899
че	в	един	0.010899
че	в	една	0.010899
че	в	четвъртък	0.010899
че	в	нея	0.010899
че	в	някои	0.010899
че	в	последния	0.008174
че	в	едно	0.008174
че	в	града	0.008174
че	в	русия	0.008174
че	в	понеделник	0.008174
че	в	повечето	0.008174
че	в	сряда	0.008174
че	в	продължение	0.008174
че	в	миналото	0.008174
че	в	болница	0.008174
че	веднага	след	0.600000
че	вече	е	0.159420
че	вече	има	0.101449
че	вече	са	0.101449
че	вече	не	0.086957
че	вече	се	0.086957
че	вече	няма	0.072464
че	вече	сме	0.043478
че	видите	ли	1.000000
че	вие	сте	0.538462
че	вместо	да	1.000000
че	войната	ще	0.333333
че	войната	в	0.250000
че	времето	на	0.428571
че	все	още	0.600000
че	все	пак	0.166667
че	все	повече	0.083333
че	все	по	0.050000
че	всеки	от	0.205128
че	всеки	който	0.102564
че	всеки	един	0.076923
че	всеки	ден	0.076923
че	всички	са	0.080000
че	всички	тези	0.080000
че	всички	въпроси	0.060000
че	всичко	е	0.239130
че	всичко	това	0.195652
че	всичко	ще	0.130435
че	всичко	което	0.086957
че	всичко	му	0.065217
че	всяка	година	0.187500
че	във	връзка	0.294118
че	във	вторник	0.176471
че	въобще	не	0.750000
че	въпреки	че	0.384615
че	въпросът	е	0.300000
че	вярва	че	1.000000
че	г	н	0.600000
че	германия	е	0.272727
че	германия	ще	0.272727
че	го	е	0.222222
че	го	правят	0.166667
че	години	наред	0.600000
че	голяма	част	0.928571
че	да	не	0.177966
че	да	се	0.177966
че	да	няма	0.042373
че	да	си	0.042373
че	да	има	0.042373
че	да	е	0.033898
че	да	го	0.033898
че	да	бъде	0.033898
че	да	могат	0.025424
че	даже	и	0.600000
че	двамата	са	0.312500
че	двете	страни	0.333333
че	действията	на	0.500000
че	децата	са	0.400000
че	до	момента	0.160000
че	до	края	0.140000
че	до	г	0.060000
че	донякъде	е	1.000000
че	дори	и	0.289474
че	дори	не	0.131579
че	дори	да	0.078947
че	дълго	време	1.000000
че	държавата	е	0.230769
че	е	бил	0.058182
че	е	възможно	0.047273
че	е	имало	0.030909
че	е	по	0.029091
че	е	много	0.025455
че	е	необходимо	0.020000
че	е	важно	0.018182
че	е	време	0.018182
че	е	било	0.016364
че	е	готов	0.016364
че	е	получил	0.016364
че	е	от	0.014545
че	е	на	0.012727
че	е	невъзможно	0.010909
че	е	добре	0.010909
че	е	изключително	0.010909
че	е	направил	0.010909
че	е	така	0.009091
че	е	твърде	0.009091
че	е	само	0.009091
че	е	била	0.009091
че	е	против	0.009091
че	е	нормално	0.009091
че	е	напълно	0.009091
че	е	трябвало	0.007273
че	е	нужно	0.007273
че	е	дал	0.007273
че	е	най	0.007273
че	е	за	0.007273
че	е	готова	0.007273
че	европа	е	0.214286
че	европа	ще	0.214286
че	едва	ли	0.923077
че	един	от	0.363636
че	един	ден	0.318182
че	една	от	0.526316
че	едно	от	0.750000
че	желанието	на	0.750000
че	жената	е	0.428571
че	за	да	0.131737
че	за	него	0.053892
че	за	тях	0.053892
че	за	момента	0.041916
че	за	първи	0.035928
че	за	това	0.029940
че	за	последните	0.023952
че	за	години	0.023952
че	за	разлика	0.023952
че	за	нея	0.017964
че	за	пръв	0.017964
че	за	страната	0.017964
че	за	тази	0.017964
че	за	един	0.017964
че	за	часа	0.017964
че	за	всяка	0.017964
че	за	съжаление	0.017964
